age,gender,region,acquisition_channel,subscription_type,contract_type,tenure_months,monthly_revenue,total_revenue,number_of_products_used,number_of_logins_last_30_days,average_session_duration,feature_usage_score,support_tickets_last_90_days,unresolved_tickets,late_payments,discount_used,payment_method,satisfaction_score,nps_score,last_interaction_days_ago,marketing_email_open_rate,campaign_click_rate,customer_success_calls,renewal_due_in_days,engagement_score,support_pressure_score,payment_risk_score,revenue_per_product,customer_age_group,tenure_group,renewal_risk_flag,high_value_customer_flag,churn
37,Female,Middle East & Africa,Partner,Professional,Monthly,67,144.32,9669.44,4,30,24.3,38.16,7,1,0,True,Credit Card,7.5,39,28,0.286,0.024,1,65,31.51,84.0,8,36.08,30-44,Long-Term,False,False,0
75,Female,North America,Referral,Professional,Monthly,42,112.2,4712.4,2,21,15.64,22.03,6,0,0,False,Invoice,5.6,11,2,0.368,0.026,0,87,22.21,65.6,0,56.1,60+,Long-Term,False,False,0
41,Male,North America,Outbound Sales,Professional,Monthly,11,111.23,1223.53,5,19,36.27,41.68,2,0,0,False,Credit Card,8.7,53,53,0.375,0.138,0,326,31.67,21.2,0,22.25,30-44,Developing,False,False,0
22,Female,Asia Pacific,Social,Basic,Monthly,78,51.66,4029.48,1,25,24.87,43.87,3,0,0,False,Invoice,8.4,80,80,0.456,0.018,0,195,32.77,30.4,0,51.66,18-29,Long-Term,False,False,0
52,Female,North America,Outbound Sales,Basic,Monthly,17,57.09,970.53,2,22,18.45,25.33,6,2,0,True,Credit Card,5.3,-7,1,0.321,0.073,1,322,24.08,100.0,8,28.54,45-59,Developing,False,False,0
55,Female,Europe,Organic Search,Professional,Annual,8,176.94,1415.52,3,18,26.92,33.63,2,0,0,False,Invoice,5.8,-13,1,0.657,0.122,1,202,30.0,32.8,0,58.98,45-59,Developing,False,False,0
29,Female,Asia Pacific,Referral,Basic,Annual,38,63.31,2405.78,3,15,21.84,24.99,2,1,1,False,Credit Card,6.1,13,17,0.184,0.027,1,274,19.62,49.6,18,21.1,18-29,Long-Term,False,False,0
46,Male,Asia Pacific,Organic Search,Business,Monthly,40,265.44,10617.6,1,9,18.53,14.64,4,1,0,True,Credit Card,6.9,22,48,0.275,0.023,0,58,14.24,62.4,8,265.44,45-59,Long-Term,False,False,0
26,Male,Europe,Organic Search,Basic,Monthly,23,58.77,1351.71,3,18,44.8,32.65,5,1,2,True,Invoice,7.3,47,36,0.689,0.047,0,316,32.1,68.8,44,19.59,18-29,Established,False,False,0
24,Male,Asia Pacific,Paid Search,Basic,Annual,66,56.79,3748.14,2,18,20.0,23.06,4,0,1,False,Credit Card,10.0,90,7,0.146,0.029,2,232,19.7,32.0,18,28.4,18-29,Long-Term,False,False,0
26,Male,Europe,Partner,Business,Annual,46,386.47,17777.62,5,27,46.65,48.22,1,0,1,False,Credit Card,9.3,100,58,0.238,0.048,4,346,36.5,10.8,18,77.29,18-29,Long-Term,False,True,0
33,Female,Latin America,Partner,Basic,Annual,8,65.12,520.96,3,23,38.56,45.21,3,0,1,False,Credit Card,9.3,87,8,0.221,0.078,1,160,32.7,26.8,18,21.71,30-44,Developing,False,False,0
32,Female,North America,Referral,Enterprise,Monthly,63,856.82,53979.66,8,44,48.9,82.65,0,0,0,True,Credit Card,9.7,70,8,0.396,0.068,1,346,56.41,1.2,8,107.1,30-44,Long-Term,False,True,0
39,Male,North America,Social,Business,Annual,34,397.18,13504.12,6,17,42.1,37.67,0,0,1,True,Invoice,6.5,25,8,0.195,0.031,1,320,27.65,14.0,26,66.2,30-44,Established,False,True,0
70,Male,North America,Paid Search,Professional,Monthly,21,98.83,2075.43,1,19,33.89,29.09,4,2,0,True,Invoice,5.1,-25,60,0.598,0.238,0,305,30.75,87.6,8,98.83,60+,Established,False,False,0
42,Male,Europe,Organic Search,Professional,Monthly,66,139.95,9236.7,7,22,34.66,61.45,4,0,0,False,Credit Card,6.4,16,22,0.527,0.105,0,131,39.85,46.4,0,19.99,30-44,Long-Term,False,False,0
42,Female,Europe,Paid Search,Basic,Monthly,19,59.6,1132.4,4,30,24.8,67.59,4,1,1,False,Credit Card,7.6,32,20,0.548,0.099,0,358,43.79,59.6,18,14.9,30-44,Established,False,False,0
32,Female,North America,Referral,Professional,Two-Year,15,118.53,1777.95,3,26,36.42,44.97,6,0,0,False,Invoice,6.2,6,15,0.464,0.103,0,328,36.29,63.2,0,39.51,30-44,Developing,False,False,0
62,Female,Asia Pacific,Outbound Sales,Enterprise,Annual,17,1089.08,18514.36,6,25,49.96,65.26,5,1,0,False,ACH,6.2,33,109,0.711,0.001,6,118,45.52,73.2,0,181.51,60+,Developing,False,True,0
58,Male,Asia Pacific,Referral,Business,Annual,36,306.98,11051.28,3,27,16.33,41.83,1,0,1,False,Credit Card,7.8,68,19,0.508,0.082,2,71,32.84,16.8,18,102.33,45-59,Established,False,False,0
26,Male,North America,Paid Search,Basic,Annual,17,61.61,1047.37,3,17,21.56,35.58,2,0,0,False,Invoice,8.2,70,46,0.244,0.019,0,238,24.15,23.2,0,20.54,18-29,Developing,False,False,0
58,Male,Europe,Social,Basic,Annual,21,48.71,1022.91,2,4,18.34,6.92,6,0,1,True,Invoice,6.7,24,8,0.521,0.126,0,69,13.19,61.2,26,24.36,45-59,Established,False,False,0
38,Male,Europe,Referral,Professional,Annual,60,127.85,7671.0,3,23,36.28,33.86,5,1,0,False,ACH,4.9,-4,39,0.117,0.023,0,297,27.35,78.4,0,42.62,30-44,Long-Term,False,False,0
49,Male,Europe,Organic Search,Basic,Annual,8,61.43,491.44,2,21,23.09,21.94,6,2,1,True,Credit Card,3.8,-12,7,0.502,0.012,0,278,24.56,100.0,26,30.72,45-59,Developing,False,False,1
20,Female,Asia Pacific,Social,Professional,Annual,37,105.87,3917.19,2,21,18.23,29.37,2,0,1,False,Credit Card,7.1,20,2,0.443,0.227,0,204,27.58,27.6,18,52.94,18-29,Long-Term,False,False,0
32,Female,North America,Referral,Basic,Annual,18,58.87,1059.66,2,14,29.3,24.94,5,3,0,True,Invoice,7.5,15,126,0.275,0.093,0,229,21.91,100.0,8,29.44,30-44,Developing,False,False,0
39,Male,North America,Outbound Sales,Basic,Monthly,58,40.88,2371.04,2,28,15.76,26.04,5,1,1,True,Credit Card,6.4,10,17,0.355,0.084,0,137,26.94,72.4,26,20.44,30-44,Long-Term,False,False,0
58,Female,North America,Organic Search,Basic,Monthly,6,49.73,298.38,4,12,15.72,14.41,2,1,0,True,Invoice,9.0,65,2,0.241,0.045,0,21,14.92,38.0,8,12.43,45-59,New,True,False,0
61,Male,Europe,Referral,Professional,Annual,41,110.52,4531.32,3,25,43.79,60.44,2,1,0,True,PayPal,9.1,73,75,0.433,0.074,2,37,41.05,37.6,8,36.84,60+,Long-Term,True,False,0
30,Male,Europe,Partner,Professional,Monthly,52,143.12,7442.24,5,33,38.15,53.44,3,1,0,False,Credit Card,7.4,25,25,0.43,0.05,2,92,41.29,52.4,0,28.62,30-44,Long-Term,False,False,0
40,Male,Middle East & Africa,Paid Search,Professional,Monthly,15,135.17,2027.55,5,25,27.16,40.5,6,2,1,True,Credit Card,4.9,-29,16,0.389,0.115,1,342,32.42,100.0,26,27.03,30-44,Developing,False,False,0
39,Female,North America,Paid Search,Professional,Monthly,15,136.78,2051.7,2,10,31.91,16.28,2,0,0,False,ACH,5.7,5,26,0.843,0.029,0,82,23.02,33.2,0,68.39,30-44,Developing,False,False,0
22,Female,Europe,Paid Search,Business,Monthly,32,309.41,9901.12,5,26,28.75,56.05,1,0,0,False,Invoice,9.6,45,3,0.233,0.013,1,90,35.19,9.6,0,61.88,18-29,Established,False,False,0
31,Female,Europe,Referral,Business,Monthly,50,416.07,20803.5,4,17,49.44,58.7,5,1,0,False,ACH,7.2,16,84,0.176,0.054,1,103,35.15,69.2,0,104.02,30-44,Long-Term,False,True,0
56,Male,Latin America,Paid Search,Basic,Two-Year,78,54.52,4252.56,2,21,33.43,30.99,4,1,0,False,Credit Card,7.8,68,15,0.484,0.07,1,271,29.3,58.8,0,27.26,45-59,Long-Term,False,False,0
31,Male,Latin America,Paid Search,Professional,Monthly,35,115.17,4030.95,4,19,39.17,50.97,1,0,0,False,Credit Card,7.8,54,13,0.351,0.034,0,291,33.64,16.8,0,28.79,30-44,Established,False,False,0
42,Female,Latin America,Outbound Sales,Enterprise,Monthly,74,1252.33,92672.42,6,37,45.98,57.85,4,1,0,False,PayPal,6.1,17,6,0.234,0.039,3,245,43.53,65.6,0,208.72,30-44,Long-Term,False,True,0
33,Prefer not to say,North America,Referral,Business,Annual,7,273.07,1911.49,1,3,5.61,15.27,3,0,0,False,ACH,7.4,11,3,0.329,0.01,3,143,10.17,34.4,0,273.07,30-44,Developing,False,False,0
41,Male,Asia Pacific,Organic Search,Professional,Monthly,19,148.1,2813.9,3,20,32.68,38.93,2,0,1,True,ACH,10.0,85,49,0.256,0.036,2,207,28.51,16.0,26,49.37,30-44,Established,False,False,0
42,Female,Middle East & Africa,Outbound Sales,Professional,Annual,24,167.95,4030.8,2,13,7.73,23.43,0,0,0,False,Invoice,8.5,55,72,0.136,0.029,0,134,15.59,6.0,0,83.98,30-44,Established,False,False,0
45,Male,North America,Social,Professional,Two-Year,24,140.47,3371.28,3,19,23.59,35.19,3,0,0,False,Credit Card,4.8,3,22,0.244,0.076,4,245,25.79,44.8,0,46.82,45-59,Established,False,False,0
54,Male,Europe,Paid Search,Professional,Annual,29,125.35,3635.15,2,17,22.56,23.34,0,0,0,False,ACH,9.0,64,25,0.381,0.064,1,78,22.45,4.0,0,62.68,45-59,Established,False,False,0
26,Female,Middle East & Africa,Organic Search,Business,Monthly,19,162.33,3084.27,3,22,24.83,33.67,2,1,0,False,ACH,7.5,53,47,0.353,0.016,0,160,27.34,44.0,0,54.11,18-29,Established,False,False,0
29,Female,Europe,Social,Business,Monthly,18,341.91,6154.38,6,28,35.42,48.02,2,0,1,True,Credit Card,8.4,58,23,0.202,0.033,3,1,34.6,22.4,26,56.99,18-29,Developing,True,True,0
18,Male,North America,Organic Search,Basic,Monthly,30,31.64,949.2,2,20,22.08,26.25,1,0,1,False,Credit Card,7.5,38,15,0.359,0.057,0,170,24.27,18.0,18,15.82,18-29,Established,False,False,0
36,Female,Europe,Partner,Enterprise,Two-Year,14,1269.61,17774.54,8,46,63.76,81.9,2,2,0,False,ACH,8.9,54,18,0.359,0.144,3,29,59.79,56.4,0,158.7,30-44,Developing,True,True,0
51,Female,North America,Paid Search,Professional,Monthly,27,109.86,2966.22,5,22,30.96,40.99,2,1,0,False,Credit Card,7.2,28,18,0.44,0.105,0,291,32.26,45.2,0,21.97,45-59,Established,False,False,0
42,Female,Latin America,Social,Basic,Annual,25,60.57,1514.25,1,16,10.63,9.06,2,1,0,True,Credit Card,6.1,19,47,0.323,0.032,1,291,14.95,49.6,8,60.57,30-44,Established,False,False,0
35,Female,Asia Pacific,Outbound Sales,Business,Monthly,18,312.2,5619.6,6,31,45.61,62.76,5,0,1,False,ACH,7.5,59,15,0.371,0.061,0,46,43.91,50.0,18,52.03,30-44,Developing,False,False,0
63,Female,Latin America,Organic Search,Business,Monthly,44,344.07,15139.08,3,21,34.62,49.94,4,0,0,False,Invoice,5.9,35,27,0.4,0.112,2,23,34.76,48.4,0,114.69,60+,Long-Term,True,True,0
35,Male,North America,Outbound Sales,Enterprise,Two-Year,47,1253.16,58898.52,6,40,33.0,66.1,4,4,2,False,PayPal,7.0,38,61,0.474,0.129,2,7,48.57,100.0,36,208.86,30-44,Long-Term,True,True,0
52,Female,Europe,Partner,Basic,Monthly,26,44.31,1152.06,4,28,36.04,55.66,3,1,1,False,ACH,7.6,32,21,0.735,0.174,2,56,43.73,51.6,18,11.08,45-59,Established,False,False,0
37,Female,North America,Paid Search,Business,Monthly,26,355.24,9236.24,5,25,23.19,36.03,3,2,0,True,Invoice,4.8,-6,28,0.216,0.024,4,138,27.81,80.8,8,71.05,30-44,Established,False,True,0
52,Female,Asia Pacific,Outbound Sales,Basic,Monthly,19,54.87,1042.53,2,18,6.62,21.81,4,1,0,False,Credit Card,4.0,-52,28,0.469,0.056,1,135,20.71,74.0,0,27.44,45-59,Established,False,False,0
30,Female,Middle East & Africa,Outbound Sales,Professional,Monthly,17,70.7,1201.9,3,28,28.59,42.44,0,0,0,False,ACH,8.6,95,2,0.358,0.075,2,59,33.83,5.6,0,23.57,30-44,Developing,False,False,0
50,Female,North America,Paid Search,Business,Two-Year,10,470.33,4703.3,5,27,40.81,54.53,2,1,0,False,PayPal,7.3,12,7,0.823,0.123,2,315,44.08,44.8,0,94.07,45-59,Developing,False,True,0
37,Female,North America,Referral,Professional,Annual,26,169.04,4395.04,3,23,33.74,54.94,2,0,0,True,Credit Card,10.0,56,22,0.368,0.047,0,86,36.02,16.0,8,56.35,30-44,Established,False,False,0
24,Female,North America,Organic Search,Professional,Monthly,38,140.75,5348.5,2,8,9.64,19.13,4,4,0,False,PayPal,5.1,-13,24,0.485,0.016,0,84,15.77,100.0,0,70.38,18-29,Long-Term,False,False,0
49,Male,Latin America,Social,Professional,Annual,14,124.45,1742.3,4,25,33.96,40.55,2,1,0,False,Credit Card,5.1,-13,25,0.09,0.008,0,363,29.44,53.6,0,31.11,45-59,Developing,False,False,0
45,Male,North America,Organic Search,Basic,Monthly,13,46.14,599.82,5,17,30.6,42.26,1,0,1,False,ACH,8.5,43,76,0.65,0.008,1,205,31.53,14.0,18,9.23,45-59,Developing,False,False,0
39,Male,Europe,Organic Search,Professional,Annual,29,182.24,5284.96,3,23,19.86,35.95,4,1,0,False,ACH,5.8,-9,80,0.445,0.05,0,60,28.93,66.8,0,60.75,30-44,Established,False,False,0
44,Male,North America,Paid Search,Basic,Monthly,59,63.18,3727.62,1,13,17.01,21.62,3,3,1,False,Credit Card,7.4,16,3,0.324,0.127,0,146,19.37,88.4,18,63.18,30-44,Long-Term,False,False,0
34,Female,Europe,Paid Search,Business,Monthly,29,328.17,9516.93,6,26,43.5,56.13,2,1,0,False,ACH,9.0,100,23,0.746,0.053,3,196,43.07,38.0,0,54.7,30-44,Established,False,True,0
50,Female,Asia Pacific,Referral,Business,Two-Year,42,415.03,17431.26,6,25,49.26,49.74,3,0,0,False,Credit Card,7.6,32,29,0.336,0.037,3,228,37.37,33.6,0,69.17,45-59,Long-Term,False,True,0
18,Female,Latin America,Paid Search,Professional,Monthly,24,142.62,3422.88,6,22,38.74,52.51,1,0,0,False,Credit Card,8.7,52,24,0.179,0.015,1,113,33.43,13.2,0,23.77,18-29,Established,False,False,0
58,Male,Asia Pacific,Partner,Business,Monthly,37,288.7,10681.9,6,26,40.1,50.92,2,0,1,False,ACH,7.9,40,22,0.212,0.006,3,349,35.16,24.4,18,48.12,45-59,Long-Term,False,False,0
18,Female,North America,Outbound Sales,Basic,Annual,14,65.69,919.66,2,26,33.39,37.08,3,1,0,True,ACH,7.6,28,47,0.614,0.15,0,281,35.41,51.6,8,32.84,18-29,Developing,False,False,0
39,Male,North America,Paid Search,Professional,Annual,46,170.3,7833.8,4,17,29.84,37.87,1,0,0,False,Invoice,7.9,58,28,0.512,0.041,2,78,29.04,16.4,0,42.58,30-44,Long-Term,False,False,0
24,Female,Europe,Social,Professional,Annual,47,151.51,7120.97,6,23,27.48,45.69,1,0,0,False,ACH,8.8,36,45,0.515,0.014,0,222,33.4,12.8,0,25.25,18-29,Long-Term,False,False,0
18,Female,Latin America,Referral,Basic,Annual,34,51.95,1766.3,3,19,18.64,18.86,9,1,0,False,Credit Card,4.1,-28,13,0.193,0.029,0,87,19.13,100.0,0,17.32,18-29,Established,False,False,0
25,Male,Asia Pacific,Social,Professional,Monthly,29,136.03,3944.87,4,28,29.25,41.44,1,0,0,False,PayPal,8.9,67,4,0.299,0.065,1,324,32.94,12.4,0,34.01,18-29,Established,False,False,0
27,Female,Europe,Referral,Basic,Two-Year,51,67.87,3461.37,1,30,12.29,32.21,4,1,0,True,PayPal,8.0,40,8,0.369,0.091,2,220,29.33,58.0,8,67.87,18-29,Long-Term,False,False,0
62,Male,Asia Pacific,Organic Search,Enterprise,Two-Year,47,1246.11,58567.17,7,22,37.76,53.98,8,2,0,False,ACH,6.9,21,4,0.611,0.033,2,102,38.22,100.0,0,178.02,60+,Long-Term,False,True,0
18,Female,North America,Paid Search,Enterprise,Annual,23,762.27,17532.21,8,34,46.98,66.77,1,0,0,False,Invoice,7.7,32,37,0.685,0.101,3,293,50.18,17.2,0,95.28,18-29,Established,False,True,0
18,Male,Europe,Organic Search,Basic,Monthly,10,50.94,509.4,3,18,20.32,19.43,3,0,2,True,Credit Card,8.5,80,105,0.094,0.024,1,148,18.09,30.0,44,16.98,18-29,Developing,False,False,0
55,Non-binary,Europe,Referral,Enterprise,Monthly,46,912.47,41973.62,8,32,42.97,51.87,1,1,1,True,Credit Card,7.8,34,28,0.513,0.106,4,109,42.54,34.8,26,114.06,45-59,Long-Term,False,True,0
45,Non-binary,Middle East & Africa,Organic Search,Business,Annual,16,219.52,3512.32,4,25,23.94,31.24,5,3,0,False,Credit Card,7.9,53,71,0.465,0.023,2,108,28.97,100.0,0,54.88,45-59,Developing,False,False,0
65,Female,North America,Organic Search,Professional,Annual,31,214.41,6646.71,2,28,24.83,28.35,6,1,2,False,Invoice,6.5,3,15,0.561,0.231,0,283,32.6,80.0,36,107.2,60+,Established,False,False,1
45,Male,North America,Outbound Sales,Basic,Annual,25,56.86,1421.5,3,19,26.81,29.94,3,0,0,True,Credit Card,6.7,35,42,0.128,0.054,0,217,23.35,37.2,8,18.95,45-59,Established,False,False,0
37,Male,Europe,Partner,Professional,Annual,33,158.68,5236.44,6,40,39.0,73.17,1,0,0,False,ACH,10.0,66,11,0.346,0.126,0,46,50.33,8.0,0,26.45,30-44,Established,False,False,0
41,Female,Asia Pacific,Partner,Basic,Annual,16,47.71,763.36,1,14,38.96,20.57,3,0,0,False,Credit Card,7.3,6,71,0.22,0.04,0,91,21.05,34.8,0,47.71,30-44,Developing,False,False,0
72,Female,Europe,Organic Search,Professional,Monthly,36,124.49,4481.64,3,23,22.67,31.63,5,2,1,False,Credit Card,6.9,24,3,0.205,0.003,0,131,25.21,88.4,18,41.5,60+,Established,False,False,0
18,Female,Asia Pacific,Organic Search,Professional,Monthly,18,128.88,2319.84,2,11,24.86,20.4,1,0,2,False,Credit Card,7.8,25,3,0.195,0.027,0,105,17.08,16.8,36,64.44,18-29,Developing,False,False,0
61,Female,Asia Pacific,Social,Professional,Monthly,27,147.77,3989.79,3,21,13.96,26.48,0,0,0,False,ACH,9.6,91,13,0.436,0.181,1,271,25.51,1.6,0,49.26,60+,Established,False,False,0
61,Female,Asia Pacific,Paid Search,Basic,Annual,62,54.36,3370.32,2,9,26.48,25.4,2,1,0,True,ACH,6.1,29,23,0.268,0.023,1,257,18.65,49.6,8,27.18,60+,Long-Term,False,False,0
47,Female,Asia Pacific,Outbound Sales,Professional,Annual,19,146.14,2776.66,3,13,34.85,21.17,4,1,1,False,ACH,5.8,-10,98,0.688,0.04,1,247,24.82,66.8,18,48.71,45-59,Established,False,False,0
30,Male,North America,Paid Search,Professional,Annual,12,140.73,1688.76,1,18,28.11,21.72,1,0,0,False,Credit Card,7.5,41,17,0.269,0.045,2,110,21.97,18.0,0,140.73,30-44,Developing,False,False,0
33,Male,Latin America,Referral,Basic,Monthly,20,56.43,1128.6,3,26,32.25,49.99,4,0,1,True,Credit Card,9.1,41,24,0.444,0.09,0,194,36.8,35.6,26,18.81,30-44,Established,False,False,0
27,Male,North America,Social,Professional,Annual,27,151.15,4081.05,6,27,35.49,62.74,3,0,0,False,Credit Card,7.8,0,2,0.57,0.037,0,222,42.31,32.8,0,25.19,18-29,Established,False,False,0
51,Male,Europe,Referral,Professional,Monthly,15,88.86,1332.9,1,18,20.65,27.11,2,0,0,False,ACH,7.0,28,10,0.267,0.041,0,212,22.35,28.0,0,88.86,45-59,Developing,False,False,0
24,Male,Europe,Paid Search,Basic,Annual,38,52.53,1996.14,2,10,22.53,14.95,1,0,0,False,Invoice,8.7,31,71,0.68,0.165,0,154,20.87,13.2,0,26.26,18-29,Long-Term,False,False,0
35,Female,Europe,Referral,Professional,Annual,10,176.03,1760.3,3,20,12.32,16.14,3,1,1,False,Invoice,7.4,11,36,0.231,0.054,0,358,18.39,52.4,18,58.68,30-44,Developing,False,False,0
34,Male,North America,Referral,Basic,Monthly,49,53.49,2621.01,5,30,36.37,32.21,6,2,0,False,Credit Card,5.1,-10,14,0.524,0.018,0,93,33.95,100.0,0,10.7,30-44,Long-Term,False,False,0
45,Female,Asia Pacific,Outbound Sales,Basic,Monthly,39,46.39,1809.21,3,18,21.06,31.84,5,1,1,False,Invoice,6.6,36,6,0.532,0.289,0,73,28.96,71.6,18,15.46,45-59,Long-Term,False,False,0
41,Female,Europe,Organic Search,Enterprise,Monthly,14,729.17,10208.38,4,14,27.87,33.64,5,2,0,False,ACH,8.0,27,38,0.1,0.016,5,112,21.78,84.0,0,182.29,30-44,Developing,False,True,0
59,Male,Europe,Organic Search,Professional,Monthly,47,156.0,7332.0,4,22,14.99,27.13,4,1,0,False,PayPal,5.3,3,1,0.209,0.018,0,208,22.4,68.8,0,39.0,45-59,Long-Term,False,False,0
34,Male,Asia Pacific,Organic Search,Business,Monthly,7,311.77,2182.39,7,21,55.58,62.35,4,2,1,False,Credit Card,7.1,50,7,0.599,0.021,2,63,42.87,79.6,18,44.54,30-44,Developing,False,False,0
37,Male,Europe,Paid Search,Basic,Annual,31,59.57,1846.67,2,18,1.0,20.14,3,0,2,False,ACH,9.6,71,31,0.86,0.413,0,165,26.8,25.6,36,29.78,30-44,Established,False,False,0
35,Male,Asia Pacific,Partner,Basic,Monthly,15,43.35,650.25,1,11,27.8,18.21,4,2,0,True,Invoice,6.5,35,18,0.485,0.063,0,47,20.14,82.0,8,43.35,30-44,Developing,False,False,0
51,Prefer not to say,North America,Social,Professional,Monthly,16,136.22,2179.52,2,9,28.49,26.76,4,3,0,False,Invoice,5.1,-1,69,0.625,0.043,0,41,23.14,100.0,0,68.11,45-59,Developing,True,False,0
32,Female,Europe,Outbound Sales,Professional,Annual,18,166.16,2990.88,2,10,16.45,17.51,4,0,0,False,ACH,8.0,59,65,0.248,0.055,1,51,15.26,40.0,0,83.08,30-44,Developing,False,False,0
42,Female,Asia Pacific,Social,Basic,Monthly,44,44.09,1939.96,2,13,21.25,28.66,3,2,0,False,Credit Card,6.4,6,16,0.218,0.065,0,116,20.47,74.4,0,22.04,30-44,Long-Term,False,False,0
50,Female,Europe,Organic Search,Professional,Annual,24,145.04,3480.96,2,12,33.42,18.54,2,1,1,False,Invoice,5.4,11,95,0.617,0.045,0,271,22.71,52.4,18,72.52,45-59,Established,False,False,0
31,Female,Europe,Organic Search,Basic,Monthly,20,43.27,865.4,2,8,3.8,5.56,5,2,1,False,Invoice,5.8,38,24,0.482,0.104,0,325,11.63,92.8,18,21.64,30-44,Established,False,False,0
43,Female,Europe,Social,Business,Annual,13,354.72,4611.36,5,31,45.54,44.45,4,1,1,False,Invoice,7.6,11,12,0.337,0.189,1,135,39.35,59.6,18,70.94,30-44,Developing,False,True,0
54,Female,Europe,Referral,Professional,Annual,8,184.63,1477.04,2,8,21.67,14.68,6,3,0,False,Credit Card,3.5,-37,165,0.273,0.096,0,158,15.02,100.0,0,92.32,45-59,Developing,False,False,0
35,Male,North America,Paid Search,Basic,Two-Year,21,68.82,1445.22,3,30,29.08,43.56,4,0,0,False,Credit Card,9.4,57,35,0.317,0.056,0,308,34.51,34.4,0,22.94,30-44,Established,False,False,0
46,Male,North America,Organic Search,Basic,Two-Year,13,72.56,943.28,3,22,30.71,39.9,2,0,2,True,Credit Card,10.0,79,30,0.675,0.326,1,323,36.45,16.0,44,24.19,45-59,Developing,False,False,0
27,Female,Middle East & Africa,Referral,Basic,Monthly,46,44.61,2052.06,5,35,23.51,68.85,3,0,1,False,ACH,9.4,54,10,0.28,0.038,0,139,42.86,26.4,18,8.92,18-29,Long-Term,False,False,0
38,Male,North America,Organic Search,Enterprise,Annual,34,1051.05,35735.7,5,26,39.58,57.23,3,1,0,False,PayPal,7.4,5,8,0.34,0.078,3,291,38.97,52.4,0,210.21,30-44,Established,False,True,0
46,Male,North America,Paid Search,Basic,Monthly,34,47.12,1602.08,4,18,40.12,32.14,0,0,0,True,Credit Card,8.3,37,22,0.288,0.009,0,35,26.82,6.8,8,11.78,45-59,Established,True,False,0
55,Male,North America,Referral,Enterprise,Two-Year,29,1077.08,31235.32,7,30,36.84,69.19,0,0,0,False,Invoice,10.0,58,1,0.493,0.173,1,206,46.36,0.0,0,153.87,45-59,Established,False,True,0
34,Female,Europe,Organic Search,Professional,Monthly,30,84.9,2547.0,4,30,27.59,41.01,1,0,1,True,Credit Card,9.9,44,38,0.487,0.058,1,159,35.23,8.4,26,21.22,30-44,Established,False,False,0
45,Female,North America,Paid Search,Professional,Two-Year,42,186.36,7827.12,2,16,12.76,24.82,2,0,0,False,ACH,8.7,75,28,0.747,0.157,2,149,25.5,21.2,0,93.18,45-59,Long-Term,False,False,0
35,Male,Europe,Partner,Business,Annual,17,289.58,4922.86,8,25,42.94,45.6,5,3,0,True,PayPal,5.1,22,26,0.551,0.065,2,64,37.56,100.0,8,36.2,30-44,Developing,False,False,0
40,Male,Latin America,Paid Search,Basic,Annual,28,60.95,1706.6,1,7,31.71,28.84,5,3,2,True,Invoice,4.9,-29,7,0.478,0.088,0,182,22.38,100.0,44,60.95,30-44,Established,False,False,0
63,Male,Europe,Referral,Professional,Annual,37,142.19,5261.03,5,26,20.03,62.15,2,0,0,False,Invoice,7.4,66,10,0.482,0.05,0,51,38.5,26.4,0,28.44,60+,Long-Term,False,False,0
32,Female,Asia Pacific,Referral,Professional,Annual,9,154.07,1386.63,3,13,13.14,12.11,4,0,0,False,Credit Card,6.8,33,14,0.099,0.014,0,179,12.53,44.8,0,51.36,30-44,Developing,False,False,0
35,Male,Asia Pacific,Referral,Professional,Annual,19,125.24,2379.56,4,27,26.26,44.68,0,0,0,False,Credit Card,7.3,31,13,0.36,0.032,0,4,33.28,10.8,0,31.31,30-44,Established,True,False,0
29,Male,Europe,Referral,Professional,Annual,33,111.49,3679.17,3,20,32.69,19.31,3,0,0,False,Invoice,8.9,66,10,0.488,0.198,1,28,26.56,28.4,0,37.16,18-29,Established,True,False,0
49,Female,Middle East & Africa,Referral,Enterprise,Monthly,10,626.21,6262.1,6,32,29.09,38.0,2,0,1,False,ACH,8.8,63,20,0.457,0.115,1,357,35.71,20.8,18,104.37,45-59,Developing,False,True,0
